,class,sms,cleaned_sms
4109,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo gonna still stock tomorrow today tri get dubsack
4110,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award ukp 2000 prize guarante call 09061790125 landlin claim 3030 valid 12hr 150ppm
4111,ham,"I'll see, but prolly yeah",see prolli yeah
4112,ham,Thought we could go out for dinner. I'll treat you! Seem ok?,thought could go dinner treat seem ok
4113,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,stand away heart ach without wonder crave
4114,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorri never hear unless book one kinda joke thet realli look skinni white girl one line much camera someth like cast look
4116,ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",sure thing big man hockey elect 6 go longer hour though
4117,ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor saw swatch one thk quit ok ard 116 need 2nd opinion leh
4118,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya u like hlday pic look horribl took mo how camp amrca thing speak soon serena
4119,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe goe day miss alreadi love love kiss hope everyth goe well
4120,ham,Yunny... I'm goin to be late,yunni goin late
4121,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescrib morphin caus pain med enough wait mom bring med kick fast gonna tri later
4122,ham,"Cool, want me to go to kappa or should I meet you outside mu",cool want go kappa meet outsid mu
4123,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe
4124,ham,May b approve panalam...but it should have more posts..,may b approv panalam post
4125,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuari male sale hot gay chat cheaper call 08709222922 nation rate 1 5p min cheap 7 8p min peak stop text call 08712460324 10p min
4128,ham,Me i'm not workin. Once i get job...,workin get job
4129,ham,And by when you're done I mean now,done mean
4130,ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ur luck love someon ur fortun love one love u
4131,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi babi ive got back work want see u allday hope didnt piss u phone today u give call xxx
4132,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day readi horni live town love sex fun game netcollex ltd 08700621170150p per msg repli stop end
4133,ham,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boy bring perf legal
4134,ham,No need to say anything to me. I know i am an outsider,need say anyth know outsid
4135,ham,have you ever had one foot before?,ever one foot
4136,ham,Just got to  &lt;#&gt;,got lt gt
4137,ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",good need receipt well done ye pleas tell number could ring
4139,ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leav wif lar wan carri meh heavi da num 98321561 familiar
4140,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beauti truth express face could seen everyon depress heart could understood love one gud ni8
4141,ham,Infact happy new year. How are you where are you when are we seeing,infact happi new year see
4142,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movi releas juli 2007 name band die start film green day b blue day c red day send b c
4143,ham,That's a shame! Maybe cld meet for few hrs tomo?,shame mayb cld meet hr tomo
4144,ham,Lol I would but despite these cramps I like being a girl.,lol would despit cramp like girl
4145,ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,wait cornwal hope tonight bad well rock night shite anyway go kip good night speak soon
4146,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pl help tell sura expect batteri hont pl send messag download movi thank
4147,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,pleas call amanda regard renew upgrad current mobil handset free charg offer end today tel 0845 021 3680 subject c
4148,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",found way get anoth app phone eh go net cafe take job geeee need babe crave see
4149,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,work mon thur sat cant leh book liao day u free
4150,ham,ÌÏ comin to fetch us oredi...,comin fetch us oredi
4151,ham,What's nannys address?,nanni address
4153,ham,Haf u eaten? Wat time u wan me 2 come?,haf u eaten wat time u wan 2 come
4154,spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone 750 anytim network min half price line rental free text 3 month repli call 08000930705 free deliveri
4155,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call get chanc friend mine want ask big order
4156,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,singl singl answer fight plu said broke didnt repli
4157,ham,It certainly puts things into perspective when something like this happens,certainli put thing perspect someth like happen
4158,ham,Now got tv 2 watch meh? U no work today?,got tv 2 watch meh u work today
4159,ham,i felt so...not any conveying reason.. Ese he... What about me?,felt convey reason ese
4161,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,go got excit karaok type activ plan debat whether play footbal eve feel lazi though
4162,ham,I told that am coming on wednesday.,told come wednesday
4163,ham,"Its ok, called mom instead have fun",ok call mom instead fun
4164,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc pleas go http www wtlp co uk text ts cs appli
4165,ham,Well if I'm that desperate I'll just call armand again,well desper call armand
4166,ham,Are you at work right now ?,work right
4168,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,heard anyth answer text guess flake said jb fantast
4169,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm love much ahmad wait year begin everi second take closer side happi new year love
4170,ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pl full name joke school co fee univers florida seem actual lt gt k pl holla back
4172,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok said got wisdom teeth hidden insid n mayb need 2 remov
4173,ham,And pls pls drink plenty plenty water,pl pl drink plenti plenti water
4174,ham,How are you doing. How's the queen. Are you going for the royal wedding,queen go royal wed
4175,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,lag sad part keep touch thank skype
4176,ham,Ok lor then we go tog lor...,ok lor go tog lor
4177,ham,Two teams waiting for some players,two team wait player
4178,ham,Can Ì_ send me a copy of da report?,send copi da report
4179,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt u dey hope ur ok tot u 2day love n miss take care
4180,ham,"Ok da, i already planned. I wil pick you.",ok da alreadi plan wil pick
4181,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent pleas call 0906346330 abta complimentari 4 spanish holiday 10 000 cash await collect sae cs box 47 po19 2ez 150ppm 18
4183,ham,I just really need shit before tomorrow and I know you won't be awake before like 6,realli need shit tomorrow know awak like 6
4184,ham,I'm good. Have you registered to vote?,good regist vote
4185,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok stay like hour co eye realli sore
4186,ham,Dear got bus directly to calicut,dear got bu directli calicut
4187,ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later togeth
4188,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well gener price lt gt oz let know much want
4190,ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment day valu morn bring hope afternoon bring faith even bring luv night bring rest wish u find today good morn
4191,ham,&lt;#&gt;  w jetton ave if you forgot,lt gt w jetton ave forgot
4192,ham,Ok i'm coming home now.,ok come home
4193,ham,Can not use foreign stamps in this country.,use foreign stamp countri
4195,ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorri lot friend friend stuff talk actual guy want buy
4198,spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",cmon babe make horni turn txt fantasi babe im hot sticki need repli cost 1 50 2 cancel send stop
4200,ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wyli updat weed dealer carlo went freedom class lunsford
4201,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happi babi alright take job hope fine send kiss make smile across sea kiss kiss
4202,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,c movi juz last minut decis mah juz watch 2 lar tot interest
